state_alpha,statisticcat_desc,domaincat_desc,watershed_desc,domain_desc,state_fips_code,sector_desc,county_ansi,county_code,prodn_practice_desc,county_name,country_code,week_ending,source_desc,freq_desc,util_practice_desc,year,unit_desc,Value,region_desc,short_desc,begin_code,zip_5,commodity_desc,asd_code,agg_level_desc,class_desc,reference_period_desc,CV (%),congr_district_code,location_desc,watershed_code,state_ansi,country_name,state_name,end_code,group_desc,asd_desc,load_time
NH,INVENTORY,NOT SPECIFIED,,TOTAL,33,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2012,COLONIES,2912,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,34.6,,NEW HAMPSHIRE,00000000,33,UNITED STATES,NEW HAMPSHIRE,12,SPECIALTY,,2012-12-31 00:00:00
NH,INVENTORY,NOT SPECIFIED,,TOTAL,33,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2007,COLONIES,1901,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,NEW HAMPSHIRE,00000000,33,UNITED STATES,NEW HAMPSHIRE,12,SPECIALTY,,2012-01-01 00:00:00
NH,INVENTORY,NOT SPECIFIED,,TOTAL,33,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2002,COLONIES,1902,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,NEW HAMPSHIRE,00000000,33,UNITED STATES,NEW HAMPSHIRE,12,SPECIALTY,,2012-01-01 00:00:00
NH,INVENTORY,NOT SPECIFIED,,TOTAL,33,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,1997,COLONIES,2136,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,NEW HAMPSHIRE,00000000,33,UNITED STATES,NEW HAMPSHIRE,12,SPECIALTY,,2012-01-01 00:00:00
NJ,INVENTORY,NOT SPECIFIED,,TOTAL,34,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2017,COLONIES,9767,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,26.7,,NEW JERSEY,00000000,34,UNITED STATES,NEW JERSEY,12,SPECIALTY,,2018-02-01 00:00:00
NJ,INVENTORY,NOT SPECIFIED,,TOTAL,34,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2012,COLONIES,13298,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,6.2,,NEW JERSEY,00000000,34,UNITED STATES,NEW JERSEY,12,SPECIALTY,,2012-12-31 00:00:00
NJ,INVENTORY,NOT SPECIFIED,,TOTAL,34,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2007,COLONIES,10926,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,NEW JERSEY,00000000,34,UNITED STATES,NEW JERSEY,12,SPECIALTY,,2012-01-01 00:00:00
NJ,INVENTORY,NOT SPECIFIED,,TOTAL,34,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2002,COLONIES,11527,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,NEW JERSEY,00000000,34,UNITED STATES,NEW JERSEY,12,SPECIALTY,,2012-01-01 00:00:00
NJ,INVENTORY,NOT SPECIFIED,,TOTAL,34,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,1997,COLONIES,11982,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,NEW JERSEY,00000000,34,UNITED STATES,NEW JERSEY,12,SPECIALTY,,2012-01-01 00:00:00
NM,INVENTORY,NOT SPECIFIED,,TOTAL,35,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2017,COLONIES,8099,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,37.4,,NEW MEXICO,00000000,35,UNITED STATES,NEW MEXICO,12,SPECIALTY,,2018-02-01 00:00:00
NM,INVENTORY,NOT SPECIFIED,,TOTAL,35,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2012,COLONIES,15088,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,35.9,,NEW MEXICO,00000000,35,UNITED STATES,NEW MEXICO,12,SPECIALTY,,2012-12-31 00:00:00
NM,INVENTORY,NOT SPECIFIED,,TOTAL,35,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2007,COLONIES,11511,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,NEW MEXICO,00000000,35,UNITED STATES,NEW MEXICO,12,SPECIALTY,,2012-01-01 00:00:00
NM,INVENTORY,NOT SPECIFIED,,TOTAL,35,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2002,COLONIES,10367,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,NEW MEXICO,00000000,35,UNITED STATES,NEW MEXICO,12,SPECIALTY,,2012-01-01 00:00:00
NM,INVENTORY,NOT SPECIFIED,,TOTAL,35,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,1997,COLONIES,12546,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,NEW MEXICO,00000000,35,UNITED STATES,NEW MEXICO,12,SPECIALTY,,2012-01-01 00:00:00
NY,INVENTORY,NOT SPECIFIED,,TOTAL,36,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2017,COLONIES,37181,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,10.3,,NEW YORK,00000000,36,UNITED STATES,NEW YORK,12,SPECIALTY,,2018-02-01 00:00:00
NY,INVENTORY,NOT SPECIFIED,,TOTAL,36,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2012,COLONIES,70557,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,3.8,,NEW YORK,00000000,36,UNITED STATES,NEW YORK,12,SPECIALTY,,2012-12-31 00:00:00
NY,INVENTORY,NOT SPECIFIED,,TOTAL,36,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2007,COLONIES,46401,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,NEW YORK,00000000,36,UNITED STATES,NEW YORK,12,SPECIALTY,,2012-01-01 00:00:00
NY,INVENTORY,NOT SPECIFIED,,TOTAL,36,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2002,COLONIES,45850,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,NEW YORK,00000000,36,UNITED STATES,NEW YORK,12,SPECIALTY,,2012-01-01 00:00:00
NY,INVENTORY,NOT SPECIFIED,,TOTAL,36,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,1997,COLONIES,57840,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,NEW YORK,00000000,36,UNITED STATES,NEW YORK,12,SPECIALTY,,2012-01-01 00:00:00
NC,INVENTORY,NOT SPECIFIED,,TOTAL,37,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2017,COLONIES,28832,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,12.6,,NORTH CAROLINA,00000000,37,UNITED STATES,NORTH CAROLINA,12,SPECIALTY,,2018-02-01 00:00:00
NC,INVENTORY,NOT SPECIFIED,,TOTAL,37,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2012,COLONIES,24225,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,13.3,,NORTH CAROLINA,00000000,37,UNITED STATES,NORTH CAROLINA,12,SPECIALTY,,2012-12-31 00:00:00
NC,INVENTORY,NOT SPECIFIED,,TOTAL,37,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2007,COLONIES,31768,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,NORTH CAROLINA,00000000,37,UNITED STATES,NORTH CAROLINA,12,SPECIALTY,,2012-01-01 00:00:00
NC,INVENTORY,NOT SPECIFIED,,TOTAL,37,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2002,COLONIES,15478,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,NORTH CAROLINA,00000000,37,UNITED STATES,NORTH CAROLINA,12,SPECIALTY,,2012-01-01 00:00:00
NC,INVENTORY,NOT SPECIFIED,,TOTAL,37,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,1997,COLONIES,11949,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,NORTH CAROLINA,00000000,37,UNITED STATES,NORTH CAROLINA,12,SPECIALTY,,2012-01-01 00:00:00
ND,INVENTORY,NOT SPECIFIED,,TOTAL,38,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2017,COLONIES,97105,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,10.6,,NORTH DAKOTA,00000000,38,UNITED STATES,NORTH DAKOTA,12,SPECIALTY,,2018-02-01 00:00:00
ND,INVENTORY,NOT SPECIFIED,,TOTAL,38,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2012,COLONIES,370480,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,17.3,,NORTH DAKOTA,00000000,38,UNITED STATES,NORTH DAKOTA,12,SPECIALTY,,2012-12-31 00:00:00
ND,INVENTORY,NOT SPECIFIED,,TOTAL,38,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2007,COLONIES,390421,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,NORTH DAKOTA,00000000,38,UNITED STATES,NORTH DAKOTA,12,SPECIALTY,,2012-01-01 00:00:00
ND,INVENTORY,NOT SPECIFIED,,TOTAL,38,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2002,COLONIES,160946,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,NORTH DAKOTA,00000000,38,UNITED STATES,NORTH DAKOTA,12,SPECIALTY,,2012-01-01 00:00:00
ND,INVENTORY,NOT SPECIFIED,,TOTAL,38,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,1997,COLONIES,126520,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,NORTH DAKOTA,00000000,38,UNITED STATES,NORTH DAKOTA,12,SPECIALTY,,2012-01-01 00:00:00
OH,INVENTORY,NOT SPECIFIED,,TOTAL,39,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2017,COLONIES,24714,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,15.0,,OHIO,00000000,39,UNITED STATES,OHIO,12,SPECIALTY,,2018-02-01 00:00:00
OH,INVENTORY,NOT SPECIFIED,,TOTAL,39,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2012,COLONIES,21398,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,11.2,,OHIO,00000000,39,UNITED STATES,OHIO,12,SPECIALTY,,2012-12-31 00:00:00
OH,INVENTORY,NOT SPECIFIED,,TOTAL,39,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2007,COLONIES,22030,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,OHIO,00000000,39,UNITED STATES,OHIO,12,SPECIALTY,,2012-01-01 00:00:00
OH,INVENTORY,NOT SPECIFIED,,TOTAL,39,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2002,COLONIES,24605,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,OHIO,00000000,39,UNITED STATES,OHIO,12,SPECIALTY,,2012-01-01 00:00:00
OH,INVENTORY,NOT SPECIFIED,,TOTAL,39,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,1997,COLONIES,25176,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,OHIO,00000000,39,UNITED STATES,OHIO,12,SPECIALTY,,2012-01-01 00:00:00
OK,INVENTORY,NOT SPECIFIED,,TOTAL,40,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2017,COLONIES,21745,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,15.3,,OKLAHOMA,00000000,40,UNITED STATES,OKLAHOMA,12,SPECIALTY,,2018-02-01 00:00:00
OK,INVENTORY,NOT SPECIFIED,,TOTAL,40,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2012,COLONIES,21011,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,74.9,,OKLAHOMA,00000000,40,UNITED STATES,OKLAHOMA,12,SPECIALTY,,2012-12-31 00:00:00
OK,INVENTORY,NOT SPECIFIED,,TOTAL,40,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2007,COLONIES,6457,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,OKLAHOMA,00000000,40,UNITED STATES,OKLAHOMA,12,SPECIALTY,,2012-01-01 00:00:00
OK,INVENTORY,NOT SPECIFIED,,TOTAL,40,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2002,COLONIES,6275,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,OKLAHOMA,00000000,40,UNITED STATES,OKLAHOMA,12,SPECIALTY,,2012-01-01 00:00:00
OK,INVENTORY,NOT SPECIFIED,,TOTAL,40,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,1997,COLONIES,4897,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,OKLAHOMA,00000000,40,UNITED STATES,OKLAHOMA,12,SPECIALTY,,2012-01-01 00:00:00
OR,INVENTORY,NOT SPECIFIED,,TOTAL,41,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2017,COLONIES,88362,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,6.0,,OREGON,00000000,41,UNITED STATES,OREGON,12,SPECIALTY,,2018-02-01 00:00:00
OR,INVENTORY,NOT SPECIFIED,,TOTAL,41,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2012,COLONIES,82190,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,8.5,,OREGON,00000000,41,UNITED STATES,OREGON,12,SPECIALTY,,2012-12-31 00:00:00
OR,INVENTORY,NOT SPECIFIED,,TOTAL,41,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2007,COLONIES,52688,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,OREGON,00000000,41,UNITED STATES,OREGON,12,SPECIALTY,,2012-01-01 00:00:00
OR,INVENTORY,NOT SPECIFIED,,TOTAL,41,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2002,COLONIES,47563,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,OREGON,00000000,41,UNITED STATES,OREGON,12,SPECIALTY,,2012-01-01 00:00:00
OR,INVENTORY,NOT SPECIFIED,,TOTAL,41,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,1997,COLONIES,53953,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,OREGON,00000000,41,UNITED STATES,OREGON,12,SPECIALTY,,2012-01-01 00:00:00
PA,INVENTORY,NOT SPECIFIED,,TOTAL,42,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2017,COLONIES,26169,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,65.9,,PENNSYLVANIA,00000000,42,UNITED STATES,PENNSYLVANIA,12,SPECIALTY,,2018-02-01 00:00:00
PA,INVENTORY,NOT SPECIFIED,,TOTAL,42,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2012,COLONIES,32023,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,9.8,,PENNSYLVANIA,00000000,42,UNITED STATES,PENNSYLVANIA,12,SPECIALTY,,2012-12-31 00:00:00
PA,INVENTORY,NOT SPECIFIED,,TOTAL,42,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2007,COLONIES,35979,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,PENNSYLVANIA,00000000,42,UNITED STATES,PENNSYLVANIA,12,SPECIALTY,,2012-01-01 00:00:00
PA,INVENTORY,NOT SPECIFIED,,TOTAL,42,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2002,COLONIES,38481,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,PENNSYLVANIA,00000000,42,UNITED STATES,PENNSYLVANIA,12,SPECIALTY,,2012-01-01 00:00:00
PA,INVENTORY,NOT SPECIFIED,,TOTAL,42,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,1997,COLONIES,28758,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,PENNSYLVANIA,00000000,42,UNITED STATES,PENNSYLVANIA,12,SPECIALTY,,2012-01-01 00:00:00
RI,INVENTORY,NOT SPECIFIED,,TOTAL,44,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2017,COLONIES,986,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,14.9,,RHODE ISLAND,00000000,44,UNITED STATES,RHODE ISLAND,12,SPECIALTY,,2018-02-01 00:00:00
RI,INVENTORY,NOT SPECIFIED,,TOTAL,44,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2012,COLONIES,739,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,28.4,,RHODE ISLAND,00000000,44,UNITED STATES,RHODE ISLAND,12,SPECIALTY,,2012-12-31 00:00:00
RI,INVENTORY,NOT SPECIFIED,,TOTAL,44,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2007,COLONIES,419,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,RHODE ISLAND,00000000,44,UNITED STATES,RHODE ISLAND,12,SPECIALTY,,2012-01-01 00:00:00
RI,INVENTORY,NOT SPECIFIED,,TOTAL,44,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2002,COLONIES,520,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,RHODE ISLAND,00000000,44,UNITED STATES,RHODE ISLAND,12,SPECIALTY,,2012-01-01 00:00:00
RI,INVENTORY,NOT SPECIFIED,,TOTAL,44,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,1997,COLONIES,303,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,RHODE ISLAND,00000000,44,UNITED STATES,RHODE ISLAND,12,SPECIALTY,,2012-01-01 00:00:00
SC,INVENTORY,NOT SPECIFIED,,TOTAL,45,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2017,COLONIES,16821,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,16.6,,SOUTH CAROLINA,00000000,45,UNITED STATES,SOUTH CAROLINA,12,SPECIALTY,,2018-02-01 00:00:00
SC,INVENTORY,NOT SPECIFIED,,TOTAL,45,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2012,COLONIES,10083,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,39.8,,SOUTH CAROLINA,00000000,45,UNITED STATES,SOUTH CAROLINA,12,SPECIALTY,,2012-12-31 00:00:00
SC,INVENTORY,NOT SPECIFIED,,TOTAL,45,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,POINT IN TIME,ALL UTILIZATION PRACTICES,2007,COLONIES,7009,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12,,HONEY,,STATE,BEE COLONIES,END OF DEC,,,SOUTH CAROLINA,00000000,45,UNITED STATES,SOUTH CAROLINA,12,SPECIALTY,,2012-01-01 00:00:00
